,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
193,54800.0,6,Official Import,1998,Direct Injection,Aspirated,2850.0,1585.0,60.0,Discs,9,15314084250.0,67.72029276693455,B
194,123800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,10,17008040000.0,67.12469399036563,B
195,59990.0,8,Parallel Import,1984,Direct Injection,Turbo intercooled,2807.0,1617.0,75.0,Ventilated discs,10,14540568510.0,91.34654595873093,A
196,1250000.0,7,Official Import,6498,Multi-Point Injected,Aspirated,2700.0,1720.0,90.0,Ventilated discs,11,11023062400.0,321.4695752009185,S
197,236000.0,9,Locally Built,1991,Direct Injection,Twin-scroll turbo,2840.0,1588.0,90.0,Discs,3,12230553720.0,118.48450057405282,A
198,128800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,10,17077960000.0,65.394676104016,B
199,208800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1555.0,65.0,Ventilated discs,5,14921139728.0,109.65580261955529,A
200,80800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,10,13343703240.0,81.2505519738585,A
201,89800.0,8,Locally Built,1499,Direct Injection,Turbo intercooled,2810.0,1544.0,60.0,Discs,7,11989828727.0,68.80849987351378,A
202,35800.0,8,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1544.0,40.0,Drums,5,11739559356.0,68.06969337413352,D
203,132800.0,6,Official Import,2999,Direct Injection,Turbo intercooled,3125.0,1544.0,76.0,Drums,1,17871216000.0,70.54280834632806,B
204,338800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1620.0,65.0,Ventilated discs,2,14774338656.0,104.76863592899015,A
205,708000.0,2,Official Import,1799,Multi-Point Injected,Aspirated,2900.0,1620.0,65.0,Ventilated discs,2,13474773298.0,220.15734775148118,S
206,249800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1620.0,68.0,Ventilated discs,4,13637042592.0,116.4456355990943,A
207,349800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1620.0,68.0,Ventilated discs,1,13637042592.0,116.4456355990943,A
208,250000.0,7,Official Import,3605,Direct Injection,Aspirated,2920.0,1620.0,80.0,Ventilated discs,9,13731862370.0,127.11169427587338,S
210,498000.0,8,Official Import,4395,Direct Injection,Twin Turbo intercooled,2982.0,1626.0,68.0,Ventilated discs,4,13917485835.0,232.00061866831643,A
211,49718.0,6,Official Import,3198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,10,18321349200.0,72.06843618700317,B
213,26800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1560.0,41.0,Drums,10,11325566250.0,73.54531689379192,C
214,33800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1560.0,41.0,Drums,9,11325566250.0,72.84153395700922,C
215,54388.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,8,17058096000.0,71.8031464300121,B
216,113788.0,5,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1537.0,47.0,Discs,3,11840240832.0,97.29048802708387,B
217,59800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,8,11966537456.0,91.84845005740527,A
218,17688.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,13,9677812500.0,67.98468391029148,D
219,175688.0,4,Locally Built,2493,Multi-Point Injected,Aspirated,2711.0653876272513,1455.0,40.0,Drums,6,12583359973.558815,121.12213800109402,B
220,119688.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1455.0,85.0,Ventilated discs,6,16684497816.0,79.32139735163662,A
221,107688.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1455.0,50.0,Discs,7,11781794320.0,81.41112618724559,A
222,62800.0,6,Official Import,1984,Direct Injection,Turbo intercooled,2631.0,1538.0,50.0,Discs,10,11071866344.0,119.83876239241746,B
223,109800.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1538.0,50.0,Discs,8,10985974880.0,113.28250832170085,A
224,35688.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,9,13834590000.0,66.67482260827013,C
225,37688.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1499.0,50.0,Discs,14,11433649500.0,84.25613866153105,B
226,28688.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,13,10672600000.0,77.46979388770434,B
227,54688.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,16,15104250000.0,71.27284923696125,B
228,43688.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1545.0,42.0,Drums,8,11058075000.0,76.37867003013103,B
229,72688.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,2950.0,1580.0,65.0,Discs,14,16774695000.0,106.60980810234541,B
230,58688.0,6,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,7,12212393640.0,85.71599832164478,B
231,26688.0,5,Locally Built,1999,Multi-Point Injected,Aspirated,2640.0,1535.0,55.0,Discs,12,11815713000.0,88.11364862434814,B
232,31688.0,6,Official Import,1596,Direct Injection,Turbo intercooled,2690.0,1574.0,60.0,Discs,9,14152320624.0,79.41860258753792,B
233,64688.0,4,Locally Built,2694,Multi-Point Injected,Aspirated,2750.0,1574.0,65.0,Drums,10,16015820000.0,63.681592039801,B
234,61688.0,5,Locally Built,2356,Multi-Point Injected,Aspirated,2775.0,1574.0,65.0,Discs,8,13198917500.0,83.44857183729913,B
235,28800.0,6,Official Import,2359,Multi-Point Injected,Aspirated,2700.0,1618.0,70.0,Discs,12,15454643750.0,74.20761361730673,C
236,64800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,4,11271286488.0,70.88907792643002,B
237,83800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2662.0,1500.0,40.0,Drums,1,12968064915.0,70.5691401150277,B
238,368800.0,8,Official Import,2979,Direct Injection,Twin Turbo intercooled,2998.0,1635.0,80.0,Drums,4,14125817295.0,177.29034386080647,S
239,99800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1580.0,65.0,Discs,11,16843869000.0,66.07587064676616,B
240,65800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,10,11966537456.0,91.84845005740527,A
241,44800.0,6,Locally Built,1995,Multi-Point Injected,Aspirated,2635.0,1543.0,60.0,Discs,9,12792415000.0,78.27992902619768,B
242,249999.0,9,Official Import,1991,Direct Injection,Turbocharged,2873.0,1609.0,66.0,Ventilated discs,6,12836194800.0,128.90094979647216,A
243,238888.0,7,Parallel Import,1984,Direct Injection,Turbo intercooled,2807.0,1609.0,65.0,Discs,8,14618538312.0,99.92410827219832,S
244,25000.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2800.0,1590.0,70.0,Discs,14,13457199375.0,78.9273969137364,B
245,1130000.0,7,Official Import,5204,Direct/Multi-point injection,Aspirated,2620.0,1668.0,80.0,Ventilated discs,7,9994670140.0,320.1293112496589,S
246,30800.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1668.0,40.0,Ventilated discs,8,9658914750.0,70.74004975124377,D
247,43800.0,4,Official Import,1495,Multi-Point Injected,Aspirated,2655.0,1425.0,45.0,Drums,9,11254800000.0,69.56169379347605,B
248,39800.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,9,12758982600.0,78.70994401755232,B
249,26800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,15,10672600000.0,73.61383129600866,B
250,25800.0,6,Locally Built,1598,Direct Injection,Twin-scroll turbo,2613.0,1470.0,60.0,Discs,10,13110255675.0,104.68021881542514,C
251,42800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1470.0,41.0,Drums,7,11250562500.0,72.84153395700922,C
252,94800.0,4,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,5,11794387920.0,84.11181502559147,B
253,93999.0,5,Official Import,3498,Multi-Point Injected,Aspirated,3430.0,1547.0,75.0,Discs,9,19148153274.0,87.27892721343419,A
254,22900.0,5,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,7,10924300800.0,66.56856562259127,D
255,29900.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,11,11876982000.0,62.93832044596295,C
256,99800.0,6,Locally Built,2393,Direct Injection,Turbo intercooled,3085.0,1540.0,80.0,Drums,6,17945177250.0,53.94713181082539,B
257,16800.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,16,9429270500.0,71.10673049845114,D
258,26800.0,4,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1470.0,55.0,Discs,10,14047015248.0,70.30794881581326,D
259,70000.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,2950.0,1580.0,65.0,Discs,15,16843869000.0,102.93360782295419,B
260,37800.0,4,Locally Built,1798,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,10,11876982000.0,73.46082089552239,C
261,25800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,12,11546509500.0,66.83971447112263,D
262,8800.0,5,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1475.0,40.0,Drums,13,10741943520.0,61.64828033744322,D
263,66800.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1585.0,58.0,Discs,8,13996604000.0,72.32559668617266,B
264,69800.0,8,Parallel Import,1997,Direct Injection,Twin-scroll turbo,2810.0,1585.0,60.0,Ventilated discs,11,11966537456.0,119.50053653302118,A
265,28800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,15,10672600000.0,73.61383129600866,B
266,27800.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,11,9595144000.0,73.17780031879438,D
267,72800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,3,10564245000.0,70.0445142707515,B
268,27800.0,7,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1470.0,55.0,Drums,10,14047015248.0,70.30794881581326,D
269,93800.0,7,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.25302710193326,B
270,71800.0,7,Locally Built,1798,Multi-Point Injected,Aspirated,2700.0,1519.0,55.0,Discs,7,11979475200.0,81.3055345838899,B
271,50800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,4,10238104875.0,75.72972575545914,D
272,98000.0,7,Official Import,1395,Direct Injection,Turbocharged,2820.0,1572.0,58.0,Ventilated discs,7,12422451684.0,111.75648849349312,A
273,223000.0,6,Parallel Import,2261,Direct Injection,Twin-scroll turbo,2720.0,1572.0,58.0,Ventilated discs,6,12640112576.0,233.07109771340342,B
274,159800.0,10,Official Import,1996,Direct Injection,Twin Turbo intercooled,3220.0,1710.0,80.0,Ventilated discs,3,22040789720.0,68.36783822821377,B
275,126000.0,8,Parallel Import,1998,Direct Injection,Twin-scroll turbo,2670.0,1560.0,48.0,Discs,7,11031431400.0,98.82328969487035,A
276,99000.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,9,13333311684.0,82.96884159264101,A
277,48000.0,5,Parallel Import,1797,Direct Injection,Turbo intercooled,2760.0,1598.0,66.0,Discs,13,11611185840.0,81.9844439772966,A
278,245000.0,6,Official Import,1998,Direct Injection,Twin-scroll turbo,2790.0,1640.0,72.0,Ventilated discs,5,15660469500.0,85.80286970942389,A
279,72000.0,7,Locally Built,3498,Multi-Point Injected,Aspirated,3165.0,1604.0,90.0,Discs,12,14363588304.0,105.44679201395618,A
280,18300.0,7,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,9,10924300800.0,66.56856562259127,D
281,41888.0,4,Parallel Import,2362,Multi-Point Injected,Aspirated,2715.0,1575.0,75.0,Discs,16,14661108000.0,70.23705004389815,B
282,34400.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1575.0,40.0,Drums,6,11739559356.0,69.22832645284218,D
283,59800.0,4,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,8,12212393640.0,85.4414875183729,B
284,120000.0,6,Locally Built,2191,Direct Injection,Twin Turbo intercooled,2700.0,1535.0,56.0,Discs,4,14064960000.0,85.2622037138421,B
285,55800.0,5,Locally Built,1999,Multi-Point Injected,Aspirated,2640.0,1530.0,55.0,Discs,9,11815713000.0,84.3857634902411,B
286,81800.0,5,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1495.0,55.0,Drums,2,11675330748.0,79.55815635478993,B
287,348999.0,6,Official Import,3586,Multi-Point Injected,Aspirated,2600.0,1669.0,95.0,Ventilated discs,24,10446219916.0,214.75357027810588,S
288,79888.0,4,Locally Built,2316,Multi-Point Injected,Aspirated,2770.0,1470.0,75.0,Discs,32,12147056250.0,84.82766025985181,S
289,105999.0,7,Official Import,1798,Multi-Point Injected,Aspirated,2640.0,1470.0,50.0,Discs,5,12248003000.0,75.16374959733706,B
290,45800.0,8,Parallel Import,2995,Direct Injection,Supercharged intercooled,3002.0,1651.0,50.0,Ventilated discs,12,17528912919.0,146.03242778911198,A
291,17800.0,8,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1651.0,55.0,Discs,11,14047015248.0,70.30794881581326,D
292,14800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2535.0,1470.0,50.0,Drums,11,11009491125.0,75.39358004498057,C
293,67800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,2,10564245000.0,70.0445142707515,B
294,55800.0,7,Locally Built,1997,Direct Injection,Aspirated,2705.0,1575.0,60.0,Ventilated discs,5,14482832000.0,69.73568239270874,C
295,36800.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1500.0,50.0,Discs,12,11433649500.0,67.79858010402239,B
296,62800.0,7,Official Import,2979,Direct Injection,Twin-scroll turbo,2760.0,1500.0,61.0,Ventilated discs,11,11241747000.0,140.96185737976782,A
297,16800.0,7,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,7,10924300800.0,66.56856562259127,D
298,45800.0,7,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,7,13275231750.0,70.13997049995358,C
299,143800.0,6,Locally Built,2393,Direct Injection,Turbo intercooled,2745.0,1545.0,80.0,Discs,3,16321820375.0,52.55413075467732,B
300,24800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,11,11738722500.0,65.80965037824575,D
301,54800.0,6,Official Import,2499,Direct Injection,Aspirated,2730.0,1535.0,65.0,Discs,11,11884320000.0,99.50248756218905,A
302,151800.0,7,Official Import,1998,Direct Injection,Twin-scroll turbo,2567.0,1485.0,44.0,Discs,3,9856204875.0,106.53054430449981,A
303,29800.0,4,Official Import,1598,Multi-Point Injected,Aspirated,2600.0,1485.0,44.0,Discs,12,11705936000.0,72.83582089552239,B
304,52800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1485.0,42.0,Discs,7,11058075000.0,74.6268656716418,B
305,60800.0,7,Official Import,1796,Direct Injection,Turbo intercooled,2760.0,1549.0,66.0,Discs,9,11422765800.0,98.21858449687049,A
306,66800.0,7,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1495.0,66.0,Drums,2,11675330748.0,79.55815635478993,B
307,122800.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1495.0,56.0,Discs,2,14023100000.0,78.18052594171996,B
308,128000.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1495.0,85.0,Ventilated discs,6,16684497816.0,79.32139735163662,A
309,50800.0,8,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,8,10210449480.0,82.84203404807599,B
310,92800.0,8,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.25302710193326,B
311,92800.0,8,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,7,11794387920.0,98.10370639205189,B
312,49800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,9,17994182250.0,55.691690799732676,B
313,33800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2630.0,1560.0,55.0,Discs,11,13271850000.0,61.63213781837083,C
314,196800.0,6,Parallel Import,2261,Direct Injection,Twin-scroll turbo,2720.0,1560.0,55.0,Ventilated discs,6,12640112576.0,117.6951065567684,B
315,83000.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1560.0,66.0,Discs,9,11758423290.0,92.22988049784301,A
316,287800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1620.0,65.0,Ventilated discs,4,14774338656.0,104.76863592899015,A
317,48800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1476.0,40.0,Drums,9,11115606600.0,80.96947450811044,B
318,61800.0,6,Official Import,1598,Direct Injection,Twin-scroll turbo,2595.0,1525.0,47.0,Discs,12,11477705190.0,92.77934651068979,A
319,52800.0,5,Parallel Import,1799,Multi-Point Injected,Aspirated,2740.0,1470.0,47.0,Discs,12,11967801750.0,75.16374959733706,B
320,67800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,4,11271286488.0,82.0827120128049,B
321,198800.0,9,Locally Built,1991,Direct Injection,Turbocharged,2939.0,1492.0,66.0,Ventilated discs,6,13384337328.0,98.1075928767378,A
322,143800.0,9,Locally Built,1998,Multi-Point Injected,Aspirated,2711.0653876272513,1492.0,66.0,Ventilated discs,8,12583359973.558815,72.0695587483145,A
323,128800.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2699.0,1569.0,56.0,Ventilated discs,8,11904592392.0,104.62636981206921,A
324,82800.0,7,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,6,11794387920.0,84.11181502559147,B
325,42800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,9,17708773500.0,47.25612061274176,B
326,68800.0,6,Locally Built,1997,Direct Injection,Aspirated,2860.0,1560.0,60.0,Discs,7,15434646750.0,64.56827106375128,C
327,63800.0,6,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,8,12212393640.0,85.4414875183729,B
328,52800.0,5,Official Import,1799,Multi-Point Injected,Aspirated,2740.0,1470.0,55.0,Drums,12,11967801750.0,75.43509887386173,B
329,65800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1470.0,60.0,Ventilated discs,11,11966537456.0,119.50053653302118,A
330,28800.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Ventilated discs,7,8904168000.0,59.523809523809526,D
331,66800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,10,11966537456.0,91.84845005740527,A
332,68700.0,6,Locally Built,2488,Direct Injection,Aspirated,2700.0,1543.0,56.0,Discs,8,13996604000.0,89.12827727084397,B
333,45700.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,4,10238104875.0,76.10462538791192,D
334,43700.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,9,11058075000.0,74.6268656716418,B
335,22700.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,11,9492248250.0,70.0107708878289,D
336,123700.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,7,13343703240.0,107.55048287971906,A
337,24300.0,6,Locally Built,1598,Multi-Point Injected,Aspirated,2552.0,1460.0,55.0,Discs,10,10919377856.0,66.29290097734676,B
338,53800.0,6,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,8,10210449480.0,82.30904302019314,B
339,198800.0,8,Official Import,1998,Direct Injection,Twin-scroll turbo,2495.0,1485.0,44.0,Discs,4,9460222772.0,137.3610037462092,A
340,44800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1485.0,40.0,Discs,6,9632774250.0,78.43435881815412,D
341,58800.0,5,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1485.0,66.0,Discs,12,13389988140.0,91.2381613527049,A
342,23800.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Discs,9,8904168000.0,59.523809523809526,D
343,116800.0,7,Official Import,1798,Multi-Point Injected,Aspirated,2700.0,1530.0,50.0,Discs,2,11826409000.0,76.54037504783773,B
344,78000.0,6,Locally Built,2393,Direct Injection,Turbo intercooled,3085.0,1530.0,80.0,Drums,5,17945177250.0,56.82248655201151,B
345,24800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1530.0,41.0,Drums,10,11325566250.0,73.54531689379192,C
346,31800.0,6,Locally Built,1591,Multi-Point Injected,Aspirated,2700.0,1549.0,41.0,Discs,9,11618883750.0,94.45525993222294,D
